"","type","modified","license","accessrights","bibliographiccitation","references","institutionid","collectionid","datasetid","institutioncode","collectioncode","datasetname","basisofrecord","dynamicproperties","occurrenceid","catalognumber","recordnumber","recordedby","individualcount","sex","lifestage","occurrencestatus","preparations","associatedsequences","othercatalognumbers","occurrenceremarks","organismid","previousidentifications","eventid","eventdate","startdayofyear","enddayofyear","year","month","day","verbatimeventdate","habitat","highergeography","continent","islandgroup","island","country","countrycode","stateprovince","county","locality","verbatimlocality","minimumelevationinmeters","maximumelevationinmeters","verbatimelevation","locationaccordingto","locationremarks","decimallatitude","decimallongitude","geodeticdatum","coordinateuncertaintyinmeters","verbatimcoordinates","verbatimlatitude","verbatimlongitude","verbatimcoordinatesystem","georeferencedby","georeferenceddate","georeferenceprotocol","georeferencesources","georeferenceverificationstatus","identificationqualifier","typestatus","identifiedby","dateidentified","identificationverificationstatus","identificationremarks","scientificname","higherclassification","kingdom","phylum","class","order","family","genus","subgenus","specificepithet","infraspecificepithet","taxonrank","scientificnameauthorship","nomenclaturalcode","lengthinmm","lengthtype","lengthunitsinferred","massing","underivedlifestage","underivedsex","dataset_citation","gbifdatasetid","gbifpublisherid","dataset_contact_email","dataset_contact","dataset_pubdate","lastindexed","migrator_version","hastissue","vntype","haslength","correctedlocality"
"1","PhysicalObject","2015-01-06","CCBY","","Western Australian Museum. Western Australian Museum provider for OZCAM. Record ID: 0a488928-bde1-441c-abef-4a3235bfac28. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)","http://portal.vertnet.org/o/wam/mamm?id=0a488928-bde1-441c-abef-4a3235bfac28","","","","WAM","MAMM","","PreservedSpecimen","","0a488928-bde1-441c-abef-4a3235bfac28","M33093","","SUYANTO,A.",1,"","","present","","","","","","","","",NA,NA,NA,NA,NA,"","","| Indonesia | SOUTH SULAWESI |  |  |  |  |","Asia","","","Indonesia","ID","SOUTH SULAWESI","","pangkajene district; padang lampe","indonesia | south sulawesi | pangkajene district; padang lampe",NA,NA,"","","",-4.724904,119.609346,"not recorded (forced WGS84)",10000,"","","","","","","","","requires verification","","","","","","","Eonycteris spelaea","|  |  | Chiroptera | Pteropodidae | Eonycteris","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Eonycteris","","spelaea","","species","","ICZN",NA,"",NA,NA,"","","Western Australian Museum. Western Australian Museum provider for OZCAM. Source: http://collections.ala.org.au/public/show/dr348 (source published on 2015-01-06)","7c93d290-6c8b-11de-8226-b8a03c50a862","b36f3505-f2d9-499f-a669-fa418a127b9d","OZCAM.CHAFC@gmail.com","OZCAM Webmaster","2015-01-06","2016-07-25","2015-01-05",0,"specimen",0,"pangkajene district; padang lampe"
"2035","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-224553. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-224553","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-224553","M-224553","2132","G. G. Musser",1,"female","","present","Fluid, Whole Body, With Skin","","","","","","","1974-10-06",279,279,1974,10,6,"1974-10-06","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","sungai sadaunta","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; sungai sadaunta",762,762,"2500 ft","","",-1.383333,119.9667,"",NA,"","","","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"sungai sadaunta"
"2036","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-224555. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-224555","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-224555","M-224555","2185","G. G. Musser",1,"female","","present","Fluid, Whole Body, With Skin","","","","","","","1974-10-13",286,286,1974,10,13,"1974-10-13","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","sungai sadaunta","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; sungai sadaunta",762,762,"2500 ft","","",-1.383333,119.9667,"",NA,"","","","","","","","","","","","","","","","Rousettus celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Rousettus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Rousettus","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"sungai sadaunta"
"2037","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-224577. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-224577","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-224577","M-224577","2094","G. G. Musser",1,"female","","present","Fluid, Whole Body, With Skin","","","","","","","1974-10-01",274,274,1974,10,1,"1974-10-01","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","sungai sadaunta","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; sungai sadaunta",762,762,"2500 ft","","",-1.383333,119.9667,"",NA,"","","","","","","","","","","","","","","","Harpyionycteris celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Harpyionycteris","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Harpyionycteris","","celebensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"sungai sadaunta"
"2038","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-224578. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-224578","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-224578","M-224578","2095","G. G. Musser",1,"male","","present","Fluid, Whole Body, With Skin","","","","","","","1974-10-01",274,274,1974,10,1,"1974-10-01","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","sungai sadaunta","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; sungai sadaunta",762,762,"2500 ft","","",-1.383333,119.9667,"",NA,"","","","","","","","","","","","","","","","Harpyionycteris celebensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Harpyionycteris","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Harpyionycteris","","celebensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"sungai sadaunta"
"2039","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-224579. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-224579","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-224579","M-224579","1710","G. G. Musser",1,"female","","present","Skull, Fluid, Cranium and Mandible, Body with Skull Removed, Not Mounted, With Skin","","","","","","","1974-08-05",217,217,1974,8,5,"1974-08-05","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","sungai oha kecil","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; sungai oha kecil",290,290,"290 m","","",-1.3667,119.95,"",NA,"","","","","","","","","","","","","","","","Myotis formosus weberi","Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","","formosus","weberi","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"sungai oha kecil"
"2040","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225550. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225550","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225550","M-225550","2890","G. G. Musser",1,"male","","present","Fluid, Whole Body, With Skin","","","","","","","1975-04-18",108,108,1975,4,18,"1975-04-18","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung nokilalaki","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung nokilalaki",2103,2103,"6900 ft","","",-1.2167,120.1333,"",NA,"","","","","","","","","","","","","","","","Rhinolophus celebensis celebensis","Animalia;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","","celebensis","celebensis","subspecies","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung nokilalaki"
"2041","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225552. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225552","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225552","M-225552","2870","G. G. Musser",1,"female","","present","Fluid, Skull, Body with Skull Removed, Cranium and Mandible, With Skin, Not Mounted","","","","","","","1975-04-14",104,104,1975,4,14,"1975-04-14","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung nokilalaki","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung nokilalaki",2286,2286,"7500 ft","","",-1.2167,120.1333,"",NA,"","","","","","","","","","","","","","","","Rhinolophus euryotis tatar","Animalia;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus","Animalia","Chordata","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","","euryotis","tatar","subspecies","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung nokilalaki"
"2042","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225553. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225553","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225553","M-225553","2548","G. G. Musser",1,"female","","present","Fluid, Whole Body, With Skin","","","","","","","1975-02-22",53,53,1975,2,22,"1975-02-22","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung nokilalaki","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung nokilalaki",1737,1737,"5700 ft","","",-1.2167,120.1333,"",NA,"","","","","","","","","","","","","","","","Cynopterus luzoniensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Cynopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Cynopterus","","luzoniensis","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung nokilalaki"
"2043","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225554. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225554","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225554","M-225554","2581","G. G. Musser",1,"male","","present","Fluid, Whole Body, With Skin","","","","","","","1975-03-01",60,60,1975,3,1,"1975-03-01","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung nokilalaki","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung nokilalaki",1737,1737,"5700 ft","","",-1.2167,120.1333,"",NA,"","","","","","","","","","","","","","","","Cynopterus luzoniensis","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Cynopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Cynopterus","","luzoniensis","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung nokilalaki"
"2044","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225557. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225557","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225557","M-225557","2479","G. G. Musser",1,"female","","present","Fluid, Whole Body, With Skin","","","","","","","1975-02-01",32,32,1975,2,1,"1975-02-01","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung kanino","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung kanino",1417,1417,"4650 ft","","",-1.2833,120.1333,"",NA,"","","","","","","","","","","","","","","","Thoopterus nigrescens","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Thoopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Thoopterus","","nigrescens","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung kanino"
"2045","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225558. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225558","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225558","M-225558","2490","G. G. Musser",1,"male","","present","Fluid, Whole Body, With Skin","","","","","","","1975-02-02",33,33,1975,2,2,"1975-02-02","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung kanino","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung kanino",1417,1417,"4650 ft","","",-1.2833,120.1333,"",NA,"","","","","","","","","","","","","","","","Thoopterus nigrescens","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Thoopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Thoopterus","","nigrescens","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung kanino"
"2046","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225559. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225559","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225559","M-225559","2491","G. G. Musser",1,"male","","present","Fluid, Whole Body, With Skin","","","","","","","1975-02-02",33,33,1975,2,2,"1975-02-02","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung kanino","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung kanino",1417,1417,"4650 ft","","",-1.2833,120.1333,"",NA,"","","","","","","","","","","","","","","","Thoopterus nigrescens","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Thoopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Thoopterus","","nigrescens","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung kanino"
"2047","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225561. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225561","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225561","M-225561","2493","G. G. Musser",1,"male","","present","Fluid, Whole Body, With Skin","","","","","","","1975-02-02",33,33,1975,2,2,"1975-02-02","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung kanino","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung kanino",1417,1417,"4650 ft","","",-1.2833,120.1333,"",NA,"","","","","","","","","","","","","","","","Thoopterus nigrescens","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Thoopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Thoopterus","","nigrescens","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung kanino"
"2048","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225562. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225562","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225562","M-225562","2489","G. G. Musser",1,"female","","present","Fluid, Whole Body, With Skin","","","","","","","1975-02-02",33,33,1975,2,2,"1975-02-02","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung kanino","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung kanino",1417,1417,"4650 ft","","",-1.2833,120.1333,"",NA,"","","","","","","","","","","","","","","","Thoopterus nigrescens","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Thoopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Thoopterus","","nigrescens","","species","","ICZN",NA,"",NA,NA,"","female","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung kanino"
"2049","PhysicalObject","2013-08-07","","http://www.vertnet.org/resources/norms.html","American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-225563. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-225563","urn:lsid:biocol.org:col:34925","","","AMNH","Mammals","","PreservedSpecimen","","urn:catalog:AMNH:Mammals:M-225563","M-225563","2497","G. G. Musser",1,"male","","present","Fluid, Whole Body, With Skin","","","","","","","1975-02-03",34,34,1975,2,3,"1975-02-03","","Eurasia;Indonesia;Sulawesi;;;;;","Eurasia","","","Indonesia","","Sulawesi","","gunung kanino","eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; eurasia; indonesia; sulawesi; ; ; ; ; ; ; ; gunung kanino",1417,1417,"4650 ft","","",-1.2833,120.1333,"",NA,"","","","","","","","","","","","","","","","Thoopterus nigrescens","Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Thoopterus","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Thoopterus","","nigrescens","","species","","ICZN",NA,"",NA,NA,"","male","American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)","96ca66b4-f762-11e1-a439-00145eb45e9a","ccd1ddc0-6c21-11de-8224-b8a03c50a862","trombone@amnh.org","Tom Trombone","2015-02-12","2016-08-10","2013-08-14",0,"specimen",0,"gunung kanino"
